N,P,K,temperature,humidity,ph,rainfall,label
68.4,83.5,46.7,29.03,52.75,6.5,51.84,sunflower
65.6,51.4,15.0,13.15,48.35,7.41,13.16,barley
19.5,66.5,26.2,28.41,66.37,6.4,166.64,soybean
26.5,42.6,36.5,29.02,59.48,6.09,31.47,groundnut
23.0,57.3,35.5,24.09,70.24,5.79,60.88,groundnut
80.4,66.3,67.5,20.92,68.16,5.86,61.38,tomato
28.5,34.7,25.5,34.39,68.39,7.98,25.95,mothbeans
123.5,28.2,43.9,30.13,76.79,6.08,146.71,sugarcane
32.0,31.6,39.0,28.92,72.17,6.06,82.43,fingermillet
68.8,56.3,45.7,21.42,47.83,6.43,83.03,sunflower
62.6,56.8,39.0,21.27,71.95,6.97,181.06,jute
34.6,53.3,24.9,29.08,72.76,7.11,64.73,blackgram
91.8,81.2,68.9,26.02,81.97,6.31,48.25,tomato
65.5,33.5,58.7,30.25,91.73,5.62,57.93,ginger
73.2,67.0,43.8,28.52,83.06,6.81,240.98,rice
120.3,71.8,57.9,21.6,81.37,6.97,115.42,banana
54.3,108.7,59.4,27.46,45.35,6.93,80.88,sunflower
109.7,55.9,9.9,32.21,67.78,6.4,50.38,maize
131.1,26.0,51.4,26.58,95.64,5.97,211.46,sugarcane
90.6,57.0,48.0,27.48,83.49,5.94,199.6,rice
75.0,68.0,49.6,31.95,94.02,6.58,137.51,papaya
12.3,15.3,38.1,28.13,91.56,5.02,175.64,coconut
128.1,34.0,14.5,23.61,67.31,6.8,65.75,maize
18.9,71.6,19.3,23.81,29.51,6.0,80.94,kidneybeans
126.2,78.6,64.4,27.91,80.78,6.1,58.64,banana
200.0,38.9,29.2,23.53,86.04,7.93,99.57,cotton
17.2,163.2,237.0,21.63,94.44,6.31,109.75,apple
93.3,58.6,40.9,25.77,78.06,5.88,182.68,jute
75.0,27.3,58.0,16.65,66.64,6.08,118.41,potato
119.1,47.2,39.3,22.13,54.6,7.77,69.11,wheat
74.6,35.8,57.8,22.73,52.02,7.0,47.86,onion
86.2,90.4,60.4,27.37,74.19,5.3,107.69,banana
37.8,82.6,16.2,30.63,72.61,7.93,67.95,blackgram
84.4,52.4,11.6,20.01,71.76,5.56,49.99,maize
85.7,63.3,11.9,31.46,66.69,6.43,46.52,maize
62.0,88.9,63.1,19.78,44.15,6.97,42.89,sunflower
19.4,64.8,26.2,25.7,54.35,5.21,184.36,pigeonpeas
17.2,168.2,193.5,23.07,77.96,6.22,63.35,grapes
58.7,42.6,40.3,18.3,45.38,6.31,63.78,garlic
24.2,82.9,44.7,33.97,90.89,6.54,137.96,papaya
91.8,11.5,51.3,27.85,84.97,6.76,47.84,watermelon
35.2,82.9,22.1,27.06,70.67,7.01,59.01,blackgram
33.5,59.7,66.2,29.65,90.27,6.19,135.08,ginger
169.0,36.5,23.1,28.53,78.28,7.2,90.86,cotton
124.8,18.8,46.1,33.04,91.55,6.64,30.46,muskmelon
121.8,53.8,30.4,16.82,44.65,6.22,25.3,wheat
59.7,49.2,50.5,19.95,71.5,6.71,61.2,onion
16.8,10.5,16.2,23.23,96.22,6.57,121.46,orange
132.6,65.1,48.2,28.42,85.78,5.35,99.57,banana
125.2,35.0,21.6,18.63,52.79,6.85,80.25,maize
33.7,35.5,15.2,27.79,53.63,5.92,48.58,groundnut
77.5,39.9,34.9,23.29,86.79,6.9,199.98,rice
125.4,58.4,44.6,19.71,49.03,7.06,62.2,wheat
78.3,20.0,19.5,13.76,44.45,7.2,40.03,barley
154.6,36.1,14.9,21.78,83.73,6.44,99.44,cotton
154.3,44.7,29.7,27.67,79.63,7.41,170.46,sugarcane
27.1,32.8,34.8,27.65,54.98,6.54,39.82,groundnut
109.6,66.0,63.5,25.8,75.19,6.13,100.24,tomato
55.6,18.8,53.0,25.55,81.71,6.7,42.25,watermelon
90.2,19.3,69.6,27.44,94.11,5.38,22.66,muskmelon
112.3,40.7,33.2,26.84,72.93,6.04,203.23,sugarcane
53.9,86.4,51.5,34.5,92.44,6.55,104.61,papaya
107.5,35.5,51.4,23.71,49.41,6.91,73.2,onion
5.4,36.6,8.2,28.0,89.14,7.54,32.53,mungbean
19.2,116.8,208.4,26.76,83.01,5.23,52.95,grapes
15.5,67.3,17.7,21.18,66.04,6.43,23.97,lentil
111.7,48.7,44.2,13.33,50.98,5.91,80.1,wheat
58.4,39.1,65.8,15.81,86.44,5.37,104.72,potato
23.3,48.9,6.7,31.34,59.24,7.75,25.4,mothbeans
22.8,69.8,20.7,28.76,50.12,5.59,225.39,pigeonpeas
11.8,116.4,164.4,20.27,92.03,5.49,158.94,apple
38.6,53.0,32.5,26.62,59.41,5.54,83.4,groundnut
65.3,81.3,27.3,30.25,71.3,6.77,214.01,jute
90.5,37.6,40.1,22.56,84.2,7.14,242.04,rice
37.8,43.4,13.5,25.79,66.5,6.96,52.73,blackgram
116.9,28.8,48.2,28.37,78.93,5.97,100.9,sugarcane
113.1,10.9,46.3,25.97,93.14,6.43,24.54,muskmelon
70.5,39.8,35.7,27.86,79.81,7.12,164.88,sugarcane
93.3,59.8,40.3,21.69,81.7,6.69,226.6,jute
54.9,70.0,107.6,14.52,85.21,5.37,13.16,potato
79.5,25.7,41.4,28.78,91.64,7.0,10.0,muskmelon
89.2,27.4,50.3,14.47,65.62,5.13,26.95,garlic
15.0,75.4,16.5,23.25,62.18,5.87,44.57,soybean
50.5,52.9,49.4,25.37,75.28,5.52,226.07,ginger
22.3,122.0,219.9,20.95,94.01,5.95,137.61,apple
16.3,12.8,47.0,22.08,87.89,6.77,81.07,pomegranate
17.6,22.2,29.3,34.88,45.59,5.43,90.49,mango
12.7,142.7,233.7,21.84,92.7,5.06,131.14,apple
30.1,59.5,21.2,26.07,61.29,6.04,99.93,groundnut
16.3,51.8,21.6,21.45,58.43,6.72,37.69,lentil
26.2,19.0,12.9,24.95,93.42,6.7,119.37,orange
45.3,66.6,83.6,19.89,13.6,7.62,98.36,chickpea
18.0,60.3,21.3,30.69,71.68,7.17,68.78,soybean
85.8,17.3,32.5,33.84,94.14,6.22,10.0,muskmelon
67.9,38.8,45.1,19.28,49.98,6.16,89.92,wheat
76.9,64.4,32.0,27.69,79.33,6.57,282.98,rice
127.5,14.2,50.4,26.26,83.99,6.18,49.34,watermelon
21.9,18.1,37.5,25.98,90.59,6.3,208.54,coconut
86.2,55.2,27.5,23.32,81.18,6.55,69.67,maize
136.4,50.1,36.6,13.67,44.55,6.44,73.25,wheat
94.8,60.9,33.8,11.48,56.71,7.12,10.58,mustard
107.8,59.4,30.0,15.64,65.49,5.99,96.39,maize
146.5,43.1,42.8,25.02,86.56,5.88,122.9,sugarcane
82.5,50.3,77.7,10.18,88.71,5.71,133.46,potato
91.3,67.4,25.0,19.69,59.9,6.68,80.33,maize
25.9,21.0,46.7,22.67,94.15,5.97,113.63,pomegranate
18.1,16.7,46.0,18.81,92.54,7.52,69.59,pomegranate
35.3,64.0,88.7,16.67,17.17,7.05,112.28,chickpea
39.4,64.6,33.7,25.68,79.19,6.08,147.73,jute
96.4,58.3,35.5,18.32,35.67,6.91,81.99,wheat
92.9,39.0,39.4,16.19,30.03,6.91,43.54,barley
97.5,25.9,35.1,10.29,53.93,6.89,50.6,mustard
20.0,77.3,28.7,24.46,68.44,7.49,119.11,soybean
29.0,80.7,77.3,19.7,15.39,8.07,66.46,chickpea
19.0,11.3,42.1,22.45,92.89,5.56,102.23,pomegranate
64.9,44.7,21.9,22.25,70.35,6.56,70.7,maize
21.3,80.3,15.1,29.64,50.73,5.74,162.43,pigeonpeas
149.8,39.9,16.9,24.49,83.73,6.65,87.91,cotton
140.5,53.5,46.6,18.56,51.03,5.98,64.68,wheat
22.1,122.9,191.1,28.26,83.07,6.56,72.35,grapes
89.8,45.8,59.3,24.08,59.94,6.61,51.12,onion
27.1,117.9,202.2,21.0,77.81,6.19,73.81,grapes
22.1,51.4,22.6,22.96,70.72,6.81,71.26,lentil
47.2,38.0,35.1,12.83,45.42,8.36,43.05,barley
105.8,18.3,43.5,27.19,88.29,6.39,18.86,watermelon
55.7,41.7,65.6,16.76,71.42,5.12,73.85,potato
150.7,42.5,19.5,19.79,64.06,5.41,52.73,maize
82.6,65.3,40.4,15.66,65.92,7.67,62.74,mustard
68.2,35.7,34.4,18.56,70.23,6.32,35.49,garlic
87.4,46.6,98.1,11.48,81.55,5.18,55.53,potato
58.8,40.3,11.1,22.84,79.76,6.8,69.25,cotton
11.0,68.6,21.5,23.59,55.89,5.3,132.43,pigeonpeas
19.9,39.1,42.2,29.31,49.95,6.32,46.42,mango
20.0,22.1,32.5,18.7,89.07,6.31,83.2,pomegranate
25.4,50.7,14.2,27.11,83.45,7.47,47.05,mungbean
40.3,52.0,38.5,9.84,48.45,7.78,52.06,barley
13.7,16.6,27.5,29.44,51.15,5.81,79.22,mango
115.3,17.7,39.7,21.75,82.68,6.13,54.97,watermelon
15.3,91.9,21.4,30.49,52.77,5.61,231.06,pigeonpeas
62.7,45.6,27.0,12.18,50.92,6.03,56.36,mustard
103.1,91.9,50.3,24.85,86.04,6.28,188.44,banana
82.2,18.1,49.6,32.19,42.74,6.54,44.78,sorghum
81.8,26.2,49.0,10.91,59.7,6.7,50.93,garlic
18.6,33.9,23.7,30.22,83.94,7.47,61.34,mungbean
59.4,40.9,35.8,14.92,66.99,6.76,55.83,garlic
31.0,48.2,11.6,17.89,22.2,5.38,76.34,kidneybeans
68.6,78.3,33.9,20.54,57.18,7.29,47.67,onion
39.5,67.5,35.5,30.49,94.88,6.92,82.01,papaya
55.4,40.5,53.7,8.35,67.82,5.78,54.87,garlic
24.9,69.1,20.8,28.61,62.99,6.8,52.83,blackgram
99.6,59.5,42.8,26.61,77.22,6.78,152.57,jute
13.5,107.4,209.9,25.97,83.74,5.74,63.8,grapes
46.1,48.5,70.7,29.17,81.37,4.63,117.2,ginger
39.6,53.0,83.6,19.38,16.31,6.83,63.43,chickpea
31.0,24.4,43.2,28.48,61.66,5.94,64.56,fingermillet
22.6,163.3,183.2,27.38,81.77,6.38,31.07,grapes
45.0,28.8,33.9,28.11,69.79,5.59,75.1,fingermillet
33.2,50.0,33.6,24.25,82.79,5.27,140.39,ginger
82.9,67.6,42.2,28.34,83.1,6.56,234.75,rice
106.5,14.9,53.5,25.18,83.55,6.13,54.14,watermelon
85.8,32.8,28.7,26.66,73.2,7.38,155.31,sugarcane
70.7,73.1,69.5,30.0,82.66,5.0,131.13,banana
73.4,100.1,39.9,19.16,45.67,6.79,52.63,sunflower
20.6,66.3,15.5,24.36,74.76,5.85,76.13,soybean
55.1,52.5,47.4,26.06,61.25,7.54,49.07,onion
78.6,56.4,79.7,25.75,80.13,5.92,102.66,tomato
102.1,29.8,19.2,25.3,80.34,6.05,70.27,maize
24.0,100.5,218.0,23.16,90.59,5.72,134.94,apple
14.0,19.1,39.3,29.9,49.4,6.66,86.23,mango
29.3,70.4,24.2,26.87,44.23,5.41,102.97,pigeonpeas
28.9,141.2,192.5,27.38,80.66,6.34,81.38,grapes
19.0,81.6,19.2,27.93,61.7,6.35,45.68,lentil
23.0,26.0,38.3,34.15,45.31,4.84,26.54,mango
8.9,14.7,39.9,15.73,89.28,6.56,93.53,pomegranate
42.5,54.3,51.2,28.95,83.11,6.23,146.72,ginger
70.8,22.3,42.3,24.95,85.13,7.06,59.11,watermelon
47.2,28.6,92.2,16.16,65.09,4.77,106.12,potato
59.1,47.3,42.4,28.17,82.17,5.8,98.77,sugarcane
102.3,45.7,9.9,31.91,84.4,6.9,50.45,cotton
35.1,27.4,22.7,24.9,68.62,5.33,120.03,fingermillet
103.3,58.3,60.5,28.6,55.33,7.21,46.63,onion
16.5,146.1,164.8,23.52,89.09,5.73,43.67,grapes
36.5,65.9,71.9,23.01,86.48,5.58,124.75,ginger
24.2,27.1,22.3,33.29,53.69,5.73,92.06,mango
28.1,9.8,44.5,21.79,95.2,6.72,78.8,pomegranate
36.3,39.6,40.1,30.38,52.83,6.19,51.45,sorghum
4.4,18.5,8.0,21.32,91.27,6.53,94.76,orange
61.5,81.7,21.3,29.47,67.66,6.67,43.04,blackgram
48.7,32.4,25.7,10.07,34.75,7.36,19.72,barley
127.8,33.4,39.7,17.16,39.85,7.03,69.45,wheat
29.1,16.5,45.4,22.72,90.16,6.57,91.78,pomegranate
19.4,22.5,37.1,28.85,62.57,6.0,59.76,mango
78.4,43.4,67.7,19.53,56.76,6.23,64.44,onion
16.1,29.4,20.6,26.64,46.25,6.88,41.67,mango
16.0,73.5,15.6,21.35,24.28,5.75,121.54,kidneybeans
26.6,12.9,35.8,29.4,92.38,4.78,136.52,coconut
9.8,12.1,31.2,31.42,98.03,6.72,135.85,coconut
65.4,45.1,55.1,29.12,75.87,6.12,60.21,tomato
36.0,30.1,26.5,8.68,37.29,7.66,40.87,barley
84.8,27.4,30.4,23.71,65.43,6.77,57.31,maize
13.8,64.7,23.7,24.11,69.51,6.38,36.14,soybean
103.0,52.5,47.9,20.65,61.59,6.41,88.79,wheat
172.9,62.5,21.8,22.67,70.13,6.09,80.08,cotton
19.8,65.0,30.9,23.29,71.71,7.87,146.13,soybean
21.5,38.0,25.7,30.94,57.88,5.53,174.18,mango
131.0,40.8,22.2,13.45,60.51,6.49,93.2,maize
38.1,65.0,15.5,31.36,75.48,7.26,63.21,blackgram
26.4,64.5,17.7,18.83,22.44,6.36,133.43,kidneybeans
15.4,13.4,12.4,24.11,91.25,6.49,129.19,orange
31.8,23.1,21.9,30.31,56.21,7.04,47.32,mothbeans
50.4,56.9,15.6,26.07,62.64,6.8,84.21,blackgram
52.8,59.5,59.4,15.16,68.41,5.32,72.28,potato
22.5,36.3,40.8,25.69,66.15,5.88,19.08,groundnut
47.0,55.4,46.4,23.79,76.21,6.95,191.02,jute
76.4,49.2,50.4,14.96,51.73,6.16,63.22,wheat
24.3,69.6,20.1,19.72,69.3,5.88,41.68,soybean
65.3,36.8,39.7,23.3,79.64,5.76,148.24,jute
26.5,107.2,219.8,17.51,93.27,6.28,111.22,apple
55.4,24.7,41.5,30.6,89.44,6.74,154.78,papaya
22.3,31.5,19.4,19.71,23.83,5.0,120.48,kidneybeans
11.0,45.8,38.7,22.91,68.28,5.33,16.06,groundnut
16.4,21.4,44.6,24.96,92.16,7.01,114.61,pomegranate
141.8,35.7,45.4,11.82,52.29,6.53,47.74,wheat
20.5,139.4,156.0,23.32,92.72,7.12,75.45,apple
57.3,82.2,48.6,25.98,73.68,7.11,168.13,jute
44.9,22.2,54.2,19.79,63.85,6.42,30.41,garlic
21.3,72.9,13.1,18.19,21.24,6.1,77.39,kidneybeans
103.4,81.9,50.7,28.18,76.87,6.09,90.89,banana
26.9,65.5,18.9,31.31,51.16,7.02,24.8,mothbeans
159.5,26.5,19.8,20.13,74.9,7.35,92.72,cotton
85.9,121.3,52.1,26.64,81.87,5.64,134.02,banana
13.9,18.3,22.4,31.76,49.99,5.62,51.31,mango
88.5,34.9,34.9,12.77,52.32,7.58,33.1,barley
67.3,26.4,23.7,33.28,46.4,6.78,72.45,sorghum
40.1,48.3,66.5,30.53,92.39,7.02,177.31,papaya
21.8,147.7,245.7,21.92,90.9,5.72,89.76,apple
72.4,44.2,22.0,30.31,50.73,6.75,45.11,sorghum
40.2,56.6,34.1,18.24,72.24,5.98,71.0,maize
28.0,81.4,23.6,19.16,19.55,5.52,91.12,kidneybeans
75.7,65.1,58.4,26.13,77.67,6.08,41.33,tomato
50.3,89.8,82.9,18.79,15.86,7.18,118.48,chickpea
18.1,106.6,213.5,22.51,91.44,5.9,121.93,apple
63.3,25.9,28.7,12.28,39.96,6.78,46.28,barley
69.7,19.5,40.7,26.92,77.9,6.64,26.53,watermelon
156.3,38.3,52.0,26.0,86.36,5.97,140.59,sugarcane
49.5,58.2,47.7,29.63,92.18,6.61,120.31,papaya
20.9,44.4,21.1,32.96,44.93,6.22,37.62,mothbeans
63.4,88.6,64.4,27.6,80.78,5.71,143.41,banana
72.6,37.8,41.9,27.33,69.37,6.54,166.2,jute
73.4,33.3,47.5,27.6,38.74,6.13,49.97,sorghum
112.7,29.9,44.7,29.93,80.32,6.78,152.37,sugarcane
21.3,52.3,20.8,26.34,57.43,6.88,81.55,groundnut
35.5,66.4,98.4,19.64,16.91,7.22,82.99,chickpea
105.3,26.4,55.6,30.53,94.98,7.02,10.0,muskmelon
33.3,51.4,27.6,24.72,77.66,7.27,89.42,soybean
58.4,77.4,29.4,20.05,53.03,6.6,51.78,sunflower
98.9,46.7,46.2,6.87,66.26,6.87,55.56,mustard
99.3,108.4,53.6,25.95,82.22,5.88,101.12,banana
101.2,60.1,47.3,16.61,56.78,7.48,15.82,mustard
18.5,107.3,21.3,21.96,66.31,6.52,35.19,lentil
31.1,18.4,17.5,26.1,93.95,6.29,201.25,coconut
74.0,40.6,52.6,15.52,67.81,6.25,19.36,garlic
47.7,45.4,31.7,14.16,44.12,6.89,26.73,mustard
63.4,44.0,26.7,33.22,41.03,7.87,48.46,sorghum
49.8,36.7,11.5,10.75,32.25,7.59,59.75,barley
75.1,10.2,46.7,29.72,87.32,6.53,10.0,muskmelon
15.1,62.8,11.5,24.84,72.24,6.6,115.72,soybean
86.9,49.4,51.7,27.04,62.7,7.69,55.37,onion
24.3,38.3,53.9,23.98,54.48,7.66,57.92,sunflower
20.1,146.8,206.1,16.52,91.95,5.71,114.49,apple
66.6,65.2,37.2,25.55,79.16,6.53,319.57,rice
102.1,43.3,28.5,24.69,78.39,6.61,235.93,rice
18.2,27.0,26.9,32.57,50.52,7.06,87.5,mango
65.9,36.3,41.2,24.78,85.76,5.7,116.72,ginger
19.1,63.0,33.5,29.07,42.25,6.51,91.97,soybean
48.7,81.9,39.7,30.08,62.47,5.82,41.99,sunflower
70.5,51.8,52.9,20.99,48.6,6.85,43.77,onion
58.9,75.3,31.1,18.93,54.29,6.16,19.95,sunflower
84.4,66.8,33.2,32.27,89.42,7.44,155.91,papaya
28.5,61.9,5.4,27.69,60.88,5.77,47.6,groundnut
52.7,65.7,21.0,26.66,58.42,6.86,66.38,blackgram
84.9,73.7,81.5,20.17,84.93,6.09,50.98,tomato
23.5,20.6,27.1,28.03,93.04,5.54,83.18,coconut
67.6,71.1,52.3,24.23,56.83,6.61,83.36,sunflower
60.7,32.4,34.1,27.49,81.24,7.22,160.83,jute
55.5,75.3,50.4,21.61,82.96,5.52,93.73,tomato
96.2,73.1,65.2,25.3,81.14,6.85,67.71,tomato
32.2,20.1,41.3,23.84,79.98,6.43,160.06,jute
26.6,71.4,18.7,25.01,18.72,5.87,60.34,kidneybeans
64.0,88.3,53.7,34.61,90.02,6.73,161.07,papaya
71.4,21.3,42.0,29.33,89.38,6.46,21.64,muskmelon
46.6,51.9,46.4,32.61,90.55,7.13,212.07,papaya
23.9,73.7,22.3,27.64,59.98,4.97,171.48,pigeonpeas
32.1,67.8,17.6,26.26,74.5,6.66,62.73,blackgram
26.0,60.5,24.7,24.61,58.57,7.29,65.67,lentil
19.1,16.9,31.3,17.92,90.48,6.62,115.52,pomegranate
8.9,38.8,16.4,33.28,58.18,6.45,55.38,mothbeans
14.2,63.1,19.6,28.74,73.02,7.55,74.4,blackgram
69.1,40.1,38.9,12.1,42.73,7.2,10.0,barley
142.4,59.7,41.2,26.63,89.03,6.28,168.31,sugarcane
49.9,81.4,23.7,33.05,89.22,7.02,140.39,papaya
114.7,60.3,28.6,12.87,52.23,6.87,40.29,mustard
60.5,85.3,59.1,26.92,70.98,5.41,83.44,banana
53.1,56.5,21.0,16.99,64.89,6.86,70.05,mustard
24.2,29.9,40.4,28.43,55.07,6.9,124.71,mango
93.1,14.3,57.0,26.07,84.85,6.41,57.77,watermelon
67.5,51.1,37.5,25.56,81.01,6.83,149.5,jute
74.4,84.6,53.9,26.57,72.44,6.37,113.44,banana
26.3,45.9,29.3,25.77,86.72,6.88,61.53,mungbean
79.0,50.9,33.5,18.11,56.64,7.36,65.15,onion
59.9,37.4,37.6,15.12,45.75,5.73,23.8,garlic
41.6,57.6,53.4,33.79,89.55,8.23,115.1,papaya
114.0,14.3,34.0,22.95,85.97,6.1,87.08,watermelon
47.3,57.5,68.6,18.46,18.53,7.48,113.58,chickpea
59.2,53.1,66.2,24.88,91.97,5.11,143.68,ginger
65.1,67.1,55.4,24.79,88.34,5.47,78.44,banana
66.4,54.5,55.6,34.5,95.14,6.74,74.7,papaya
43.6,38.1,26.1,17.62,78.14,6.71,68.08,fingermillet
64.7,65.5,65.8,27.36,78.61,5.23,143.6,banana
35.3,83.4,20.4,30.76,55.06,7.4,72.16,blackgram
24.2,71.3,21.7,23.75,57.78,7.16,49.65,lentil
67.0,45.7,88.3,16.54,84.55,5.04,133.59,potato
15.6,31.9,11.4,28.16,73.14,5.87,40.12,soybean
75.7,49.8,45.9,16.48,62.15,6.24,14.15,garlic
18.1,43.3,28.1,26.01,70.71,6.47,154.17,soybean
95.1,44.3,48.3,22.01,51.92,7.07,32.9,onion
33.6,68.2,20.6,32.25,66.09,6.75,85.76,blackgram
53.1,77.4,49.9,22.11,50.73,6.61,61.85,sunflower
11.3,15.8,11.3,24.8,94.67,7.01,117.89,orange
38.5,73.4,72.8,19.85,18.49,7.23,79.07,chickpea
13.1,19.5,36.1,26.36,94.19,6.35,138.14,coconut
66.7,52.3,48.5,23.73,88.17,6.0,228.34,jute
78.4,27.8,33.7,26.06,47.47,6.53,44.35,sorghum
14.3,43.4,4.2,25.34,76.93,6.95,101.36,soybean
105.9,53.2,13.1,20.95,59.55,7.28,43.97,maize
16.8,34.7,20.3,26.7,85.33,6.63,46.83,mungbean
99.5,52.4,33.5,21.93,56.29,6.57,66.5,wheat
83.1,38.4,64.3,29.49,79.14,6.02,82.66,ginger
93.0,73.3,51.3,24.27,80.78,6.1,109.19,banana
60.5,35.9,13.7,19.52,67.61,6.99,50.35,maize
22.9,14.2,12.7,20.05,92.39,7.16,108.9,orange
89.2,43.4,62.2,15.33,66.6,5.83,76.72,potato
92.8,18.3,56.5,26.81,84.32,6.44,48.06,watermelon
101.9,82.7,36.6,30.81,84.41,6.56,80.1,banana
81.9,78.7,43.4,23.54,73.99,6.45,138.71,jute
57.0,59.8,53.1,29.09,81.48,5.29,108.45,ginger
35.6,40.1,33.5,26.15,49.45,6.3,80.93,sorghum
93.3,30.4,53.1,21.29,42.95,7.01,70.72,wheat
33.4,47.4,29.0,26.08,92.48,5.82,138.38,ginger
12.0,25.6,23.8,26.46,45.61,5.24,71.91,mango
123.5,21.9,43.2,30.38,91.53,7.03,23.63,muskmelon
95.7,58.6,39.5,12.47,50.28,5.96,65.25,mustard
93.0,29.7,15.7,22.87,83.72,7.7,78.51,cotton
106.0,59.1,34.0,16.8,53.6,5.86,42.17,mustard
35.9,68.3,75.2,14.74,18.33,7.45,67.82,chickpea
27.3,56.4,12.4,30.32,48.51,5.53,125.36,pigeonpeas
94.9,47.9,33.2,25.02,83.08,5.43,238.68,rice
76.4,14.7,51.5,27.14,80.77,6.39,40.55,watermelon
18.6,99.3,31.5,22.72,65.09,6.63,60.04,sunflower
20.8,126.5,165.3,25.46,93.52,5.9,140.69,apple
36.4,43.2,26.4,28.8,53.6,7.49,42.66,sorghum
19.0,34.3,14.0,33.52,47.55,7.85,53.54,mothbeans
93.5,62.0,48.7,22.2,72.6,5.96,36.27,onion
12.1,114.4,191.2,17.2,92.88,5.29,83.33,apple
85.9,78.6,51.1,22.83,80.32,6.32,268.33,rice
2.6,30.4,20.2,25.78,72.69,6.23,111.8,fingermillet
84.7,64.6,58.7,24.13,73.59,6.1,78.53,tomato
18.2,34.5,15.0,29.7,89.4,6.88,39.72,mungbean
103.1,53.7,22.0,20.17,59.79,6.87,60.48,maize
34.3,134.2,215.0,23.53,86.3,5.69,68.66,grapes
127.3,22.6,31.2,28.19,85.76,6.82,35.41,watermelon
16.1,64.7,8.7,21.49,61.99,7.31,41.56,lentil
12.3,31.4,22.8,31.54,64.18,5.43,138.95,mango
104.6,46.5,41.3,19.01,56.83,6.41,68.46,wheat
30.2,122.7,230.5,23.55,87.95,5.08,154.97,apple
46.5,62.3,26.5,33.8,59.8,7.13,63.07,blackgram
89.0,73.2,42.9,26.69,70.43,5.4,64.99,tomato
123.4,43.0,42.1,28.69,79.41,7.06,119.98,sugarcane
71.9,16.6,35.6,32.11,51.57,7.04,41.71,sorghum
79.6,38.3,61.1,19.9,58.48,7.26,37.48,onion
11.0,13.5,43.6,21.62,84.97,6.72,80.04,pomegranate
60.7,30.0,27.6,22.86,45.0,6.43,66.84,sorghum
128.6,63.8,41.7,25.14,73.19,6.84,224.46,rice
70.4,20.7,43.8,29.94,54.33,6.14,39.23,sorghum
13.6,12.0,8.1,21.64,88.54,7.06,145.77,orange
63.7,60.6,35.3,14.84,38.16,6.48,55.2,mustard
36.8,28.9,18.1,24.89,75.4,5.8,102.71,fingermillet
49.9,47.9,39.4,6.12,32.3,7.36,35.02,barley
22.0,60.8,19.8,27.15,55.68,5.55,158.59,pigeonpeas
79.7,44.9,42.6,23.41,86.59,5.37,155.81,ginger
50.1,44.8,25.3,33.27,45.13,6.69,80.89,sorghum
14.9,61.1,20.7,22.81,71.57,6.47,91.3,soybean
70.7,34.0,37.7,26.8,85.0,6.83,208.7,jute
89.2,36.9,36.0,8.39,38.75,7.52,40.32,barley
70.3,31.7,43.8,28.02,78.62,6.11,113.51,sugarcane
96.1,43.4,42.0,26.47,84.82,7.17,202.18,sugarcane
64.2,72.2,41.4,32.56,93.41,7.36,93.05,papaya
99.7,78.2,50.4,29.39,77.81,5.82,119.12,banana
67.2,36.7,48.8,25.0,73.31,6.19,230.45,jute
38.2,37.4,31.0,26.68,62.63,6.4,79.26,groundnut
109.2,20.4,44.6,32.01,93.98,6.23,26.2,muskmelon
12.5,84.4,20.3,18.99,18.23,5.62,122.31,kidneybeans
21.5,33.8,30.5,34.22,45.48,6.58,150.71,mango
34.6,32.5,41.3,33.37,91.29,6.37,150.07,papaya
24.6,62.3,23.2,28.18,60.65,7.14,69.34,mothbeans
14.1,21.7,2.6,25.12,93.35,7.73,164.43,orange
36.6,62.1,34.8,26.1,81.85,5.78,103.03,ginger
33.2,24.9,55.8,33.58,94.79,6.72,147.59,papaya
93.1,90.4,68.8,27.83,83.83,7.14,101.51,tomato
52.3,65.9,43.4,23.53,46.3,6.17,75.08,sunflower
21.9,38.9,29.7,25.38,53.35,5.82,103.45,groundnut
47.6,30.4,51.4,31.07,92.9,7.4,152.94,papaya
111.3,50.4,34.0,15.24,57.19,7.66,87.57,mustard
12.3,74.9,15.9,22.71,20.17,6.4,60.17,kidneybeans
16.3,107.7,250.0,23.59,86.03,5.57,72.18,grapes
55.3,98.7,44.2,18.99,52.44,5.97,76.76,sunflower
47.7,41.8,17.8,27.96,64.29,7.28,56.7,blackgram
27.0,126.8,197.8,20.17,92.97,5.46,185.82,apple
30.8,188.1,201.6,19.69,91.03,6.21,98.76,apple
15.4,18.6,10.2,20.03,93.45,6.95,118.72,orange
94.1,47.5,28.4,25.54,80.67,6.58,68.51,maize
18.8,52.4,23.5,27.8,88.68,6.27,67.48,mungbean
36.5,53.7,21.7,24.69,56.27,6.0,31.07,groundnut
23.7,65.2,29.7,26.88,72.77,6.77,83.1,soybean
62.1,34.7,32.0,14.15,36.49,6.97,18.36,barley
68.3,45.4,32.9,22.87,56.9,7.12,65.46,wheat
17.5,17.3,25.6,23.84,97.13,6.18,119.92,coconut
132.2,64.9,43.9,26.08,81.36,5.98,134.54,banana
25.5,15.5,28.7,27.42,97.67,6.31,130.42,coconut
36.6,60.1,18.8,33.6,41.96,7.62,50.5,mothbeans
20.8,50.3,22.5,19.21,13.71,5.87,79.83,kidneybeans
13.5,125.3,225.1,26.29,79.07,7.03,38.67,grapes
18.7,48.0,21.0,30.49,86.74,7.36,78.07,mungbean
