Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
36.53,Red,Barley,23,0,17,Urea
40.51,Black,Barley,25,2,25,20-20
26.01,Clayey,Maize,42,0,1,14-35-14
69.72,Black,Pulses,6,6,31,28-28
42.18,Red,Paddy,43,0,0,14-35-14
58.33,Loamy,Barley,26,1,23,28-28
65.22,Black,Millets,8,11,27,17-17-17
65.33,Red,Sugarcane,18,3,41,DAP
39.39,Red,Wheat,17,0,36,DAP
37.86,Loamy,Wheat,7,1,11,17-17-17
37.14,Loamy,Ground Nuts,12,0,32,14-35-14
44.12,Clayey,Ground Nuts,21,0,23,10-26-26
35.55,Loamy,Maize,25,2,18,Urea
46.43,Red,Cotton,21,0,21,DAP
43.71,Clayey,Sugarcane,12,2,11,17-17-17
55.54,Loamy,Pulses,6,0,19,10-26-26
44.32,Loamy,Sugarcane,17,4,26,Urea
34.15,Black,Oil seeds,10,6,28,14-35-14
24.23,Red,Barley,15,3,33,10-26-26
31.73,Loamy,Cotton,40,0,0,14-35-14
53.63,Clayey,Cotton,15,0,42,14-35-14
40.55,Sandy,Ground Nuts,33,0,0,10-26-26
43.13,Sandy,Tobacco,9,13,23,20-20
51.85,Sandy,Wheat,8,0,11,17-17-17
58.6,Red,Ground Nuts,10,0,30,DAP
42.91,Red,Paddy,12,0,39,Urea
49.42,Red,Millets,14,8,27,28-28
64.44,Clayey,Millets,5,7,37,DAP
41.19,Sandy,Millets,5,17,25,DAP
47.55,Sandy,Oil seeds,23,4,23,20-20
32.97,Sandy,Tobacco,16,0,37,28-28
36.8,Loamy,Millets,15,0,8,Urea
36.73,Red,Sugarcane,25,0,23,DAP
44.65,Sandy,Barley,12,18,16,DAP
44.81,Sandy,Millets,42,1,2,10-26-26
30.78,Black,Paddy,15,3,41,28-28
29.89,Clayey,Tobacco,9,0,45,17-17-17
26.36,Red,Tobacco,11,5,33,28-28
56.11,Sandy,Sugarcane,22,0,21,Urea
36.96,Sandy,Tobacco,19,0,38,14-35-14
46.4,Black,Barley,15,1,39,Urea
45.88,Sandy,Barley,5,14,18,17-17-17
51.36,Sandy,Millets,26,0,23,17-17-17
42.34,Sandy,Pulses,9,0,34,14-35-14
40.98,Loamy,Tobacco,10,14,13,10-26-26
39.53,Black,Paddy,5,21,12,14-35-14
34.02,Loamy,Sugarcane,33,0,0,28-28
66.71,Sandy,Tobacco,40,4,0,28-28
39.07,Sandy,Ground Nuts,24,0,19,DAP
39.68,Black,Millets,22,3,25,20-20
51.91,Loamy,Pulses,19,0,22,17-17-17
36.97,Loamy,Ground Nuts,17,1,13,28-28
47.5,Black,Wheat,6,0,8,28-28
48.99,Black,Pulses,20,0,18,Urea
66.01,Clayey,Ground Nuts,28,0,24,DAP
38.94,Clayey,Maize,10,4,38,DAP
65.98,Red,Maize,36,4,0,DAP
40.99,Sandy,Maize,12,11,18,17-17-17
51.47,Loamy,Wheat,15,0,6,DAP
47.42,Clayey,Sugarcane,36,0,0,Urea
37.51,Black,Cotton,22,0,17,DAP
53.47,Black,Sugarcane,6,15,16,10-26-26
29.66,Sandy,Millets,32,0,0,28-28
38.33,Red,Paddy,15,15,14,DAP
43.32,Loamy,Pulses,10,6,28,14-35-14
41.66,Black,Paddy,34,0,4,17-17-17
35.26,Loamy,Oil seeds,16,0,40,20-20
45.88,Clayey,Ground Nuts,38,0,0,10-26-26
52.45,Black,Tobacco,8,4,39,28-28
40.66,Clayey,Pulses,25,0,20,20-20
22.66,Red,Millets,12,7,28,10-26-26
20.0,Black,Wheat,3,11,26,DAP
39.1,Loamy,Paddy,25,0,20,10-26-26
31.37,Red,Millets,3,0,15,17-17-17
33.24,Loamy,Ground Nuts,10,3,33,17-17-17
47.3,Red,Wheat,21,0,19,Urea
47.58,Clayey,Cotton,10,11,29,10-26-26
26.35,Red,Barley,7,16,19,20-20
43.93,Red,Maize,36,0,0,17-17-17
29.8,Sandy,Pulses,15,0,41,20-20
52.73,Clayey,Wheat,10,0,44,DAP
37.94,Loamy,Tobacco,10,18,16,10-26-26
33.2,Red,Barley,38,1,0,17-17-17
32.16,Sandy,Ground Nuts,8,7,29,20-20
41.56,Sandy,Paddy,9,17,16,10-26-26
69.24,Clayey,Maize,12,10,16,14-35-14
56.15,Loamy,Millets,14,10,19,28-28
59.59,Clayey,Sugarcane,16,14,23,17-17-17
33.6,Black,Wheat,28,0,22,20-20
45.91,Red,Paddy,16,0,12,DAP
55.67,Red,Ground Nuts,42,4,0,10-26-26
43.35,Sandy,Pulses,35,0,4,Urea
65.93,Sandy,Barley,6,0,34,28-28
55.78,Black,Oil seeds,17,2,40,Urea
62.39,Sandy,Sugarcane,13,0,43,14-35-14
35.49,Red,Maize,39,0,0,10-26-26
64.54,Sandy,Sugarcane,15,1,6,17-17-17
39.62,Sandy,Cotton,7,1,37,DAP
22.9,Sandy,Tobacco,15,0,39,10-26-26
40.07,Red,Millets,21,0,24,28-28
24.7,Clayey,Cotton,17,1,43,10-26-26
33.74,Loamy,Millets,12,13,24,17-17-17
36.88,Loamy,Pulses,11,4,10,10-26-26
45.0,Black,Barley,19,0,25,Urea
44.89,Sandy,Millets,38,0,1,17-17-17
38.1,Clayey,Ground Nuts,25,1,20,17-17-17
68.58,Red,Barley,36,2,3,DAP
27.46,Loamy,Paddy,35,0,0,28-28
56.06,Clayey,Tobacco,13,0,34,10-26-26
50.66,Red,Wheat,5,5,29,10-26-26
27.79,Red,Cotton,7,2,27,28-28
25.02,Red,Sugarcane,13,1,36,17-17-17
38.19,Black,Paddy,13,0,36,10-26-26
23.48,Clayey,Oil seeds,17,2,37,Urea
33.97,Clayey,Maize,6,5,25,17-17-17
70.0,Clayey,Cotton,5,5,26,14-35-14
59.54,Clayey,Paddy,8,0,10,17-17-17
32.65,Sandy,Millets,25,0,14,10-26-26
38.62,Clayey,Oil seeds,36,2,0,DAP
47.53,Loamy,Sugarcane,13,12,13,Urea
30.81,Sandy,Ground Nuts,11,14,20,28-28
32.82,Clayey,Tobacco,40,0,0,Urea
40.67,Loamy,Tobacco,41,0,3,20-20
21.92,Sandy,Wheat,24,0,25,28-28
25.05,Sandy,Cotton,43,0,0,Urea
45.16,Red,Wheat,3,10,28,Urea
45.7,Loamy,Barley,23,0,25,Urea
43.31,Red,Paddy,24,0,23,17-17-17
28.05,Black,Ground Nuts,12,19,15,20-20
27.36,Sandy,Millets,4,13,15,Urea
53.83,Sandy,Barley,15,15,12,DAP
26.76,Sandy,Barley,18,3,11,28-28
20.0,Loamy,Oil seeds,12,14,12,14-35-14
51.5,Black,Wheat,5,1,39,17-17-17
31.12,Sandy,Oil seeds,40,0,0,17-17-17
43.18,Red,Paddy,46,0,4,20-20
53.92,Red,Sugarcane,11,2,37,DAP
36.96,Black,Oil seeds,8,13,11,DAP
32.91,Sandy,Cotton,18,0,13,28-28
40.23,Black,Wheat,21,4,20,DAP
28.57,Sandy,Barley,21,3,16,10-26-26
23.93,Red,Paddy,8,0,41,DAP
29.78,Red,Wheat,2,15,17,10-26-26
25.0,Sandy,Paddy,17,20,17,DAP
37.33,Loamy,Ground Nuts,23,0,21,10-26-26
54.24,Sandy,Barley,7,1,39,28-28
48.09,Red,Pulses,20,0,21,14-35-14
26.03,Loamy,Maize,24,0,24,DAP
23.49,Black,Ground Nuts,10,0,35,Urea
25.5,Clayey,Maize,38,0,1,Urea
47.91,Sandy,Paddy,42,0,0,20-20
38.04,Sandy,Ground Nuts,11,0,33,14-35-14
70.0,Black,Tobacco,9,13,32,14-35-14
34.64,Red,Pulses,9,4,44,20-20
49.23,Sandy,Wheat,28,0,19,20-20
34.05,Red,Millets,17,0,38,20-20
61.65,Loamy,Maize,11,17,14,DAP
66.65,Loamy,Paddy,37,0,0,Urea
31.48,Clayey,Pulses,26,0,20,Urea
23.13,Red,Barley,11,2,37,28-28
29.32,Red,Wheat,17,21,18,20-20
48.8,Loamy,Oil seeds,3,19,21,17-17-17
40.54,Loamy,Millets,7,2,10,DAP
47.46,Loamy,Pulses,22,3,16,10-26-26
29.78,Sandy,Cotton,10,0,41,Urea
40.9,Clayey,Oil seeds,35,4,2,14-35-14
70.0,Sandy,Ground Nuts,10,15,13,Urea
51.27,Sandy,Maize,13,8,28,10-26-26
39.75,Black,Ground Nuts,10,3,8,17-17-17
68.96,Black,Millets,14,0,36,20-20
31.99,Loamy,Barley,11,3,10,28-28
45.92,Red,Paddy,40,0,2,10-26-26
46.14,Loamy,Tobacco,13,2,36,28-28
32.53,Sandy,Wheat,19,1,20,17-17-17
70.0,Clayey,Millets,5,12,34,Urea
26.9,Sandy,Wheat,18,0,37,14-35-14
22.99,Loamy,Sugarcane,8,0,43,DAP
44.95,Sandy,Ground Nuts,26,4,21,DAP
47.82,Black,Barley,40,4,3,DAP
24.49,Clayey,Wheat,25,0,20,Urea
37.46,Black,Tobacco,40,4,0,20-20
31.07,Red,Sugarcane,9,0,38,Urea
20.6,Clayey,Pulses,18,16,12,10-26-26
29.02,Clayey,Maize,35,4,4,17-17-17
40.42,Clayey,Cotton,3,23,23,DAP
39.19,Black,Pulses,10,12,13,DAP
37.63,Red,Paddy,11,0,39,10-26-26
64.66,Red,Maize,36,0,0,20-20
29.68,Loamy,Wheat,39,0,0,10-26-26
41.55,Red,Wheat,9,4,35,17-17-17
41.33,Red,Pulses,9,0,42,10-26-26
52.93,Black,Oil seeds,19,0,26,Urea
49.46,Loamy,Tobacco,12,0,7,10-26-26
70.0,Red,Barley,3,7,33,14-35-14
38.08,Clayey,Wheat,17,3,22,20-20
55.18,Sandy,Maize,6,22,11,14-35-14
27.1,Sandy,Paddy,24,0,23,20-20
22.19,Sandy,Millets,10,1,38,28-28
27.65,Sandy,Ground Nuts,9,4,40,14-35-14
46.54,Loamy,Pulses,39,0,0,14-35-14
70.0,Loamy,Oil seeds,41,0,0,DAP
35.6,Sandy,Millets,19,0,24,28-28
31.25,Sandy,Maize,8,22,11,14-35-14
39.02,Red,Wheat,11,0,37,17-17-17
52.74,Clayey,Tobacco,3,6,33,Urea
28.6,Black,Paddy,31,2,0,14-35-14
24.6,Clayey,Wheat,16,0,41,20-20
52.38,Sandy,Oil seeds,12,0,10,10-26-26
67.89,Sandy,Maize,10,0,13,17-17-17
49.86,Loamy,Millets,8,5,28,28-28
60.18,Red,Ground Nuts,6,10,25,10-26-26
38.72,Red,Paddy,16,1,28,14-35-14
49.98,Black,Cotton,1,4,32,28-28
44.85,Red,Barley,16,0,38,Urea
29.17,Loamy,Maize,7,4,10,28-28
70.0,Red,Tobacco,18,1,42,17-17-17
52.44,Red,Tobacco,10,8,35,20-20
34.26,Red,Wheat,3,18,21,DAP
54.62,Clayey,Cotton,9,2,36,Urea
54.88,Clayey,Oil seeds,7,12,15,20-20
55.88,Red,Cotton,2,14,10,Urea
24.74,Clayey,Wheat,6,2,31,DAP
59.98,Black,Maize,4,11,29,Urea
62.3,Red,Millets,7,18,15,DAP
41.99,Red,Sugarcane,19,0,16,DAP
62.73,Clayey,Barley,16,0,33,10-26-26
26.78,Sandy,Tobacco,22,3,20,17-17-17
35.4,Red,Pulses,32,0,0,20-20
41.51,Sandy,Millets,23,0,28,28-28
44.9,Red,Wheat,35,2,2,20-20
35.74,Black,Ground Nuts,1,15,18,10-26-26
56.27,Clayey,Paddy,10,3,36,14-35-14
62.15,Loamy,Wheat,16,4,6,10-26-26
36.3,Loamy,Barley,33,3,0,10-26-26
47.25,Sandy,Cotton,10,9,12,DAP
46.34,Red,Millets,40,0,2,14-35-14
49.12,Clayey,Sugarcane,25,0,23,DAP
43.16,Loamy,Ground Nuts,41,4,4,DAP
48.79,Sandy,Maize,35,0,0,10-26-26
33.02,Red,Tobacco,15,0,39,DAP
44.74,Black,Cotton,10,1,11,17-17-17
44.21,Clayey,Barley,20,4,20,10-26-26
66.88,Loamy,Wheat,36,0,3,28-28
33.3,Red,Oil seeds,17,0,14,20-20
33.5,Red,Maize,42,1,0,17-17-17
56.63,Black,Ground Nuts,4,14,26,28-28
50.78,Clayey,Paddy,35,0,2,DAP
23.32,Sandy,Maize,12,0,15,28-28
28.99,Sandy,Tobacco,10,0,41,10-26-26
70.0,Clayey,Millets,36,4,0,DAP
49.44,Loamy,Oil seeds,8,3,35,28-28
54.42,Red,Maize,10,0,11,17-17-17
55.33,Clayey,Tobacco,15,16,19,28-28
45.35,Clayey,Paddy,23,0,19,14-35-14
43.15,Loamy,Wheat,7,4,18,28-28
32.8,Black,Oil seeds,45,4,0,14-35-14
62.57,Red,Tobacco,24,0,19,20-20
46.43,Red,Paddy,8,9,28,DAP
20.0,Clayey,Sugarcane,13,3,40,28-28
38.6,Black,Maize,4,7,27,20-20
36.73,Loamy,Maize,11,6,30,17-17-17
70.0,Clayey,Maize,37,0,0,Urea
68.71,Red,Paddy,30,4,0,DAP
44.01,Black,Maize,10,13,20,DAP
45.18,Black,Millets,12,0,39,20-20
63.49,Loamy,Tobacco,14,3,32,Urea
50.57,Clayey,Pulses,9,0,6,20-20
43.76,Loamy,Barley,18,0,14,28-28
59.96,Sandy,Maize,38,4,4,10-26-26
36.35,Red,Paddy,9,0,11,DAP
57.96,Loamy,Millets,18,0,39,17-17-17
25.31,Loamy,Millets,45,0,0,DAP
45.6,Red,Pulses,4,14,23,10-26-26
37.37,Red,Sugarcane,19,0,19,17-17-17
38.13,Black,Barley,21,3,28,DAP
34.0,Black,Sugarcane,27,1,25,10-26-26
37.1,Red,Tobacco,9,4,33,17-17-17
20.0,Loamy,Sugarcane,17,0,43,DAP
68.66,Red,Sugarcane,11,13,34,17-17-17
41.73,Black,Millets,5,16,23,Urea
60.78,Black,Millets,12,11,15,10-26-26
41.58,Loamy,Cotton,20,3,27,20-20
36.32,Sandy,Sugarcane,31,0,0,Urea
53.53,Sandy,Pulses,10,0,13,10-26-26
39.01,Loamy,Sugarcane,9,8,19,10-26-26
29.49,Red,Barley,16,0,17,DAP
35.69,Clayey,Paddy,10,0,31,Urea
38.77,Black,Sugarcane,12,0,9,14-35-14
36.72,Black,Ground Nuts,15,0,15,14-35-14
43.7,Black,Paddy,5,14,19,14-35-14
56.23,Sandy,Tobacco,19,3,35,10-26-26
29.96,Clayey,Paddy,37,0,0,20-20
42.63,Clayey,Cotton,22,0,29,17-17-17
43.17,Loamy,Pulses,41,0,0,DAP
41.81,Loamy,Cotton,10,2,4,10-26-26
25.72,Sandy,Pulses,6,16,18,17-17-17
56.18,Clayey,Cotton,7,10,33,28-28
33.21,Sandy,Barley,40,1,0,14-35-14
28.28,Loamy,Ground Nuts,16,0,39,DAP
35.62,Clayey,Paddy,12,11,30,20-20
70.0,Black,Wheat,7,11,31,DAP
44.84,Loamy,Maize,39,0,0,14-35-14
55.89,Clayey,Pulses,7,10,10,17-17-17
33.35,Red,Millets,36,0,2,20-20
45.37,Loamy,Ground Nuts,21,0,19,10-26-26
25.49,Loamy,Barley,11,14,11,28-28
37.32,Sandy,Ground Nuts,43,0,0,DAP
25.05,Black,Paddy,17,4,32,20-20
38.48,Loamy,Cotton,19,1,21,17-17-17
47.81,Sandy,Oil seeds,23,2,23,28-28
49.03,Clayey,Wheat,12,14,17,20-20
20.26,Black,Pulses,13,0,41,10-26-26
52.46,Black,Maize,11,11,33,20-20
31.1,Red,Sugarcane,37,0,0,14-35-14
57.11,Sandy,Sugarcane,8,0,36,DAP
55.3,Sandy,Ground Nuts,8,3,10,Urea
30.61,Red,Barley,10,20,15,17-17-17
70.0,Clayey,Millets,7,0,14,17-17-17
50.17,Sandy,Paddy,19,0,25,10-26-26
50.54,Red,Maize,5,4,31,14-35-14
36.28,Clayey,Sugarcane,6,9,22,Urea
54.2,Black,Millets,18,4,21,14-35-14
46.49,Sandy,Barley,19,0,43,28-28
56.32,Loamy,Tobacco,9,0,37,28-28
54.27,Red,Oil seeds,7,17,16,14-35-14
53.06,Black,Oil seeds,24,3,23,28-28
36.26,Red,Sugarcane,13,2,36,14-35-14
36.01,Sandy,Sugarcane,43,0,0,28-28
38.94,Black,Oil seeds,8,11,26,20-20
53.36,Clayey,Sugarcane,14,13,14,14-35-14
35.88,Clayey,Wheat,11,4,35,17-17-17
38.32,Black,Barley,33,0,0,14-35-14
58.93,Clayey,Cotton,13,4,14,20-20
23.88,Red,Ground Nuts,17,0,39,10-26-26
24.6,Loamy,Tobacco,18,4,40,DAP
68.56,Loamy,Cotton,36,0,0,17-17-17
53.2,Red,Tobacco,15,0,37,20-20
24.53,Black,Maize,23,0,25,Urea
43.69,Clayey,Pulses,7,0,12,DAP
43.36,Loamy,Pulses,9,6,14,28-28
68.93,Red,Tobacco,10,4,27,10-26-26
32.32,Black,Millets,21,2,24,Urea
31.82,Clayey,Maize,37,0,0,14-35-14
47.11,Red,Cotton,11,5,26,Urea
36.19,Black,Sugarcane,26,0,21,28-28
43.55,Loamy,Pulses,22,0,23,Urea
39.67,Clayey,Barley,22,0,24,17-17-17
31.86,Loamy,Barley,40,0,1,10-26-26
55.12,Loamy,Ground Nuts,10,3,42,20-20
43.96,Loamy,Wheat,7,19,19,17-17-17
35.19,Black,Oil seeds,16,12,15,DAP
53.18,Red,Millets,8,22,23,17-17-17
62.38,Loamy,Ground Nuts,16,4,14,10-26-26
33.16,Clayey,Wheat,7,12,29,10-26-26
50.83,Black,Paddy,14,0,12,Urea
46.29,Red,Barley,38,0,0,20-20
41.65,Loamy,Paddy,16,0,13,Urea
20.0,Sandy,Wheat,13,0,40,20-20
70.0,Clayey,Wheat,9,0,31,DAP
69.15,Sandy,Paddy,6,10,26,Urea
69.1,Red,Wheat,34,0,0,28-28
40.37,Sandy,Millets,26,0,24,14-35-14
56.31,Loamy,Cotton,16,3,41,20-20
36.45,Clayey,Tobacco,45,3,0,14-35-14
35.86,Red,Wheat,9,0,45,28-28
38.65,Loamy,Maize,20,4,18,Urea
50.64,Clayey,Pulses,36,3,0,Urea
41.46,Loamy,Barley,10,6,32,Urea
56.1,Loamy,Wheat,7,22,10,14-35-14
20.0,Clayey,Ground Nuts,9,13,33,10-26-26
63.73,Black,Ground Nuts,14,4,34,14-35-14
33.99,Loamy,Sugarcane,43,0,0,20-20
25.2,Loamy,Tobacco,40,0,1,10-26-26
60.56,Loamy,Cotton,37,2,0,14-35-14
53.32,Sandy,Wheat,11,10,15,28-28
40.69,Red,Barley,10,0,11,Urea
33.96,Red,Pulses,5,1,12,Urea
53.46,Red,Paddy,12,12,30,17-17-17
60.58,Red,Paddy,14,4,34,17-17-17
64.16,Loamy,Ground Nuts,14,0,6,28-28
33.6,Sandy,Oil seeds,22,0,20,14-35-14
41.61,Red,Sugarcane,19,0,21,17-17-17
30.81,Sandy,Cotton,38,0,0,20-20
34.53,Red,Sugarcane,11,3,9,10-26-26
25.58,Sandy,Paddy,11,13,34,20-20
62.18,Red,Pulses,36,0,0,28-28
41.55,Sandy,Ground Nuts,8,6,32,20-20
34.6,Clayey,Pulses,19,0,18,Urea
29.32,Sandy,Paddy,41,2,0,17-17-17
44.64,Sandy,Tobacco,28,2,13,17-17-17
60.36,Black,Wheat,35,0,3,DAP
37.48,Black,Oil seeds,18,0,42,20-20
39.12,Red,Paddy,40,0,4,10-26-26
39.34,Black,Ground Nuts,20,4,18,17-17-17
38.86,Black,Wheat,43,0,3,10-26-26
48.43,Red,Paddy,42,4,0,10-26-26
50.8,Loamy,Oil seeds,31,0,0,14-35-14
39.99,Sandy,Wheat,18,0,18,Urea
47.75,Loamy,Millets,9,5,30,20-20
50.49,Loamy,Ground Nuts,5,8,31,17-17-17
44.45,Red,Sugarcane,18,0,42,10-26-26
28.02,Red,Millets,17,0,15,10-26-26
33.13,Red,Tobacco,7,16,22,17-17-17
49.71,Red,Maize,12,0,38,DAP
52.99,Black,Sugarcane,8,8,27,10-26-26
56.5,Red,Ground Nuts,24,0,21,20-20
39.61,Sandy,Ground Nuts,25,0,21,Urea
37.12,Red,Maize,41,4,2,28-28
37.74,Red,Tobacco,21,0,25,20-20
42.7,Clayey,Tobacco,4,18,21,20-20
53.37,Black,Tobacco,6,19,22,28-28
24.77,Red,Paddy,16,0,38,17-17-17
42.38,Sandy,Oil seeds,10,0,32,DAP
27.06,Red,Ground Nuts,11,0,41,28-28
36.05,Sandy,Wheat,12,0,36,28-28
50.4,Loamy,Wheat,13,3,43,DAP
34.73,Red,Cotton,33,0,0,Urea
37.48,Black,Paddy,11,1,14,20-20
55.42,Red,Cotton,36,2,4,14-35-14
57.58,Red,Cotton,26,4,21,17-17-17
25.08,Loamy,Millets,22,0,19,28-28
59.44,Sandy,Tobacco,31,0,0,20-20
38.28,Sandy,Oil seeds,36,4,0,28-28
38.76,Black,Pulses,12,0,37,10-26-26
47.54,Loamy,Ground Nuts,6,4,18,DAP
63.5,Sandy,Ground Nuts,9,11,30,10-26-26
20.0,Black,Maize,14,9,11,10-26-26
45.4,Sandy,Tobacco,42,0,1,Urea
52.81,Black,Wheat,24,1,20,17-17-17
32.37,Loamy,Wheat,10,13,12,28-28
61.24,Loamy,Ground Nuts,10,0,36,10-26-26
25.31,Black,Tobacco,12,17,7,Urea
50.02,Red,Oil seeds,8,0,5,DAP
38.74,Sandy,Tobacco,13,0,38,DAP
28.67,Sandy,Maize,39,3,3,10-26-26
28.62,Loamy,Tobacco,27,0,21,17-17-17
34.2,Black,Sugarcane,34,0,0,28-28
29.22,Loamy,Sugarcane,45,0,2,Urea
47.05,Sandy,Maize,35,0,1,20-20
27.14,Loamy,Tobacco,12,14,7,20-20
32.14,Clayey,Wheat,5,17,21,20-20
38.26,Loamy,Millets,8,0,16,14-35-14
47.92,Black,Sugarcane,9,19,19,20-20
52.48,Red,Wheat,20,4,29,17-17-17
40.8,Sandy,Maize,19,0,34,DAP
20.29,Clayey,Paddy,37,0,4,Urea
51.44,Clayey,Maize,40,0,3,17-17-17
42.51,Black,Wheat,42,4,1,14-35-14
38.88,Black,Wheat,23,0,18,Urea
38.91,Black,Sugarcane,37,0,0,10-26-26
35.02,Clayey,Wheat,24,0,20,Urea
40.91,Clayey,Ground Nuts,8,14,16,28-28
20.19,Red,Paddy,15,11,15,20-20
26.48,Black,Sugarcane,23,4,25,28-28
36.4,Black,Wheat,43,2,2,Urea
59.85,Sandy,Ground Nuts,7,0,11,Urea
57.68,Red,Wheat,13,1,33,DAP
34.5,Red,Ground Nuts,17,3,42,28-28
52.19,Sandy,Paddy,11,0,39,14-35-14
34.61,Black,Tobacco,10,4,35,DAP
41.86,Black,Tobacco,20,0,17,10-26-26
60.26,Red,Cotton,6,8,29,10-26-26
42.97,Black,Paddy,33,0,1,Urea
61.26,Clayey,Oil seeds,10,0,33,14-35-14
42.54,Black,Wheat,10,15,16,17-17-17
62.79,Red,Ground Nuts,2,5,34,DAP
39.51,Clayey,Paddy,43,0,0,10-26-26
56.5,Red,Maize,3,7,32,28-28
52.72,Black,Ground Nuts,37,0,2,Urea
52.05,Black,Ground Nuts,6,14,25,10-26-26
35.67,Loamy,Wheat,36,0,0,10-26-26
25.34,Black,Cotton,39,4,0,28-28
67.06,Clayey,Maize,12,7,29,DAP
41.81,Sandy,Tobacco,35,0,1,14-35-14
35.44,Sandy,Sugarcane,14,2,32,28-28
45.01,Clayey,Ground Nuts,11,3,39,20-20
38.36,Red,Oil seeds,14,0,37,10-26-26
39.02,Clayey,Barley,38,0,0,20-20
64.26,Black,Cotton,7,6,32,17-17-17
48.06,Loamy,Maize,16,11,11,DAP
26.84,Loamy,Tobacco,43,0,2,20-20
43.07,Red,Ground Nuts,34,0,2,DAP
68.59,Loamy,Pulses,2,5,27,14-35-14
33.09,Clayey,Oil seeds,33,0,3,Urea
65.01,Red,Sugarcane,42,0,0,14-35-14
62.37,Black,Maize,6,15,19,DAP
30.57,Black,Barley,8,7,30,Urea
57.66,Loamy,Sugarcane,5,12,9,DAP
20.0,Loamy,Sugarcane,13,2,37,20-20
20.0,Loamy,Paddy,12,16,15,20-20
43.96,Clayey,Oil seeds,11,3,41,28-28
28.39,Black,Cotton,41,0,3,DAP
52.49,Clayey,Maize,24,0,18,10-26-26
52.14,Clayey,Pulses,6,22,14,17-17-17
40.83,Sandy,Maize,20,1,31,Urea
36.94,Sandy,Tobacco,12,0,5,14-35-14
28.84,Sandy,Pulses,8,4,42,14-35-14
43.94,Loamy,Wheat,18,3,24,Urea
28.29,Loamy,Oil seeds,8,0,12,Urea
42.43,Sandy,Sugarcane,34,0,4,20-20
59.96,Sandy,Sugarcane,14,0,40,DAP
70.0,Black,Ground Nuts,33,3,0,Urea
46.22,Red,Oil seeds,11,0,12,28-28
58.57,Sandy,Cotton,10,7,28,DAP
63.93,Sandy,Oil seeds,30,0,0,DAP
36.47,Sandy,Wheat,14,0,35,14-35-14
44.34,Loamy,Wheat,18,0,22,Urea
26.3,Loamy,Sugarcane,14,4,34,20-20
57.84,Clayey,Millets,6,1,14,20-20
51.66,Loamy,Tobacco,10,0,33,17-17-17
31.11,Red,Sugarcane,15,3,38,DAP
65.15,Black,Pulses,5,9,32,DAP
44.12,Sandy,Pulses,3,20,14,28-28
61.62,Black,Maize,9,0,6,10-26-26
46.49,Loamy,Paddy,13,5,24,20-20
62.34,Loamy,Millets,4,9,28,DAP
34.29,Sandy,Millets,34,1,0,Urea
65.48,Clayey,Oil seeds,11,0,41,17-17-17
29.51,Sandy,Cotton,9,4,28,20-20
33.21,Loamy,Paddy,6,0,14,10-26-26
46.07,Loamy,Sugarcane,16,0,6,DAP
29.06,Red,Maize,8,5,31,28-28
62.55,Sandy,Sugarcane,38,0,4,DAP
39.44,Loamy,Ground Nuts,12,8,14,Urea
54.89,Clayey,Wheat,40,0,0,10-26-26
28.29,Loamy,Sugarcane,31,0,2,14-35-14
26.29,Red,Cotton,34,0,3,14-35-14
55.66,Black,Oil seeds,26,0,19,10-26-26
43.35,Sandy,Sugarcane,41,4,1,Urea
31.38,Clayey,Oil seeds,38,0,2,14-35-14
56.23,Red,Maize,41,0,2,10-26-26
66.3,Loamy,Millets,31,0,0,DAP
50.65,Sandy,Barley,7,0,17,14-35-14
54.06,Clayey,Barley,13,13,13,17-17-17
29.48,Loamy,Wheat,14,0,41,17-17-17
27.0,Sandy,Ground Nuts,33,3,0,17-17-17
42.28,Clayey,Paddy,11,6,9,14-35-14
68.42,Loamy,Cotton,9,2,12,28-28
26.0,Black,Ground Nuts,10,6,29,DAP
44.29,Clayey,Wheat,7,0,33,17-17-17
38.83,Loamy,Paddy,20,4,15,DAP
21.88,Sandy,Barley,11,10,28,10-26-26
55.05,Black,Ground Nuts,34,0,0,17-17-17
53.31,Sandy,Wheat,42,0,4,20-20
32.94,Red,Maize,10,6,10,17-17-17
60.39,Sandy,Ground Nuts,5,0,13,10-26-26
54.45,Sandy,Sugarcane,31,4,1,17-17-17
53.97,Loamy,Maize,10,13,11,14-35-14
32.63,Red,Paddy,36,0,0,Urea
45.1,Loamy,Ground Nuts,26,0,14,14-35-14
52.39,Sandy,Paddy,26,0,16,14-35-14
37.21,Black,Paddy,8,0,36,17-17-17
32.09,Red,Cotton,19,1,16,20-20
54.35,Red,Ground Nuts,5,0,10,10-26-26
44.75,Clayey,Tobacco,1,6,32,17-17-17
57.62,Black,Millets,9,18,8,10-26-26
40.72,Clayey,Cotton,21,0,21,20-20
65.2,Sandy,Millets,11,4,37,Urea
21.35,Red,Sugarcane,11,6,31,DAP
53.85,Sandy,Sugarcane,21,0,19,20-20
59.45,Black,Barley,13,0,36,10-26-26
60.88,Black,Paddy,12,0,41,14-35-14
54.47,Clayey,Pulses,9,9,27,20-20
55.98,Sandy,Barley,9,12,26,Urea
47.13,Red,Pulses,17,3,44,Urea
39.6,Loamy,Ground Nuts,17,2,37,14-35-14
54.3,Red,Millets,39,0,1,10-26-26
30.21,Sandy,Barley,11,13,31,20-20
